ticket_id,created_at,resolved_at,channel,category,subcategory,priority,status,sentiment,product,customer_plan,region,language,assigned_agent,message,resolution_note,resolution_time_hrs,csat_score,first_response_time_hrs,reopened,escalated,num_interactions,customer_tenure_days
TKT-00097,2024-06-17 20:10:00,2024-06-19 15:52:00,whatsapp,Billing,Payment failure,Low,Closed,Negative,InvoiceFlow,Free,Africa,Hindi,Agent_005 (Sophie M),I noticed an incorrect charge of $102.49 on my last bill. Can you look into invoice INV-5612?,Issue fixed by agent,43.7,2.4,10.3,False,False,11,1281
TKT-00098,2024-04-03 19:11:00,,chat,Feature Request,UI improvement,Low,In Progress,Positive,CloudSync Pro,Enterprise,North America,English,Agent_005 (Sophie M),Is there any plan to expose an API for the reporting module?,Escalated to engineering,,,2.1,False,False,9,848
TKT-00099,2024-03-21 19:57:00,2024-03-25 03:27:00,helpdesk_portal,Complaint,Long wait time,Medium,Closed,Negative,TaskBoard,Professional,Europe,English,Agent_009 (Yuki T),I've contacted support 4 times about the same issue and it's still unresolved.,Self-service guided,79.5,2.3,17.5,False,False,2,795
TKT-00100,2024-04-12 10:36:00,2024-04-15 12:42:00,whatsapp,Account Access,2FA issue,Medium,Resolved,Very Negative,SecureVault,Professional,North America,Spanish,Agent_001 (Priya S),I'm having trouble with 2FA — the codes aren't working on my new phone.,Issue fixed by agent,74.1,1.4,21.1,False,False,1,974
TKT-00101,2025-03-29 17:17:00,2025-03-31 00:35:00,web_form,General Inquiry,Partnership,High,Closed,Positive,DataDash,Professional,Europe,English,Agent_008 (Daniel N),Could you explain the difference between the Professional and Enterprise plans?,Issue fixed by agent,31.3,4.1,20.4,False,False,1,356
TKT-00102,2024-05-06 07:15:00,,email,Billing,Payment failure,High,In Progress,Very Negative,DataDash,Professional,Africa,Spanish,Agent_005 (Sophie M),Could you send me a detailed invoice for the period Jul–Sep 2024? I need it for tax purposes.,Escalated to engineering,,,4.0,False,False,4,454
TKT-00103,2024-01-09 14:16:00,2024-01-12 04:04:00,email,Feature Request,UI improvement,Medium,Resolved,Neutral,CloudSync Pro,Professional,Southeast Asia,Arabic,Agent_006 (Raj P),A dark mode option would be greatly appreciated for late-night work sessions.,Refund processed,61.8,3.5,15.9,False,False,6,1150
TKT-00104,2024-11-01 13:09:00,,helpdesk_portal,Feature Request,Dark mode,Medium,Open,Neutral,CloudSync Pro,Professional,Latin America,English,Agent_007 (Elena V),"Can you add an option to export reports in Excel format, not just CSV?",Pending customer,,,8.3,False,False,11,1095
TKT-00105,2024-07-06 17:41:00,2024-07-07 18:05:00,whatsapp,Feature Request,UI improvement,Medium,Resolved,Very Negative,DataDash,Professional,North America,English,Agent_005 (Sophie M),"Can you add an option to export reports in Excel format, not just CSV?",No action needed,24.4,1.9,12.1,False,False,7,1086
TKT-00106,2024-03-23 22:21:00,,phone,Technical Issue,Login error,Low,In Progress,Very Negative,CloudSync Pro,Professional,Europe,English,Agent_003 (Lena K),Performance has been extremely slow on my end. Pages take 20+ seconds to load.,Escalated to engineering,,,15.2,False,False,8,786
TKT-00107,2024-12-18 16:08:00,2024-12-19 17:32:00,email,Billing,Subscription upgrade,Medium,Escalated,Negative,SecureVault,Professional,Southeast Asia,English,Agent_007 (Elena V),My payment of $90.00 failed but the amount was still deducted from my account.,Issue fixed by agent,25.4,,4.0,False,True,7,40
TKT-00108,2024-02-19 08:42:00,2024-02-19 20:12:00,web_form,Technical Issue,App crash,High,Closed,Neutral,InvoiceFlow,Starter,North America,English,Agent_009 (Yuki T),The app keeps crashing when I try to upload a file. I'm on Windows 11.,Issue fixed by agent,11.5,3.4,2.5,False,False,10,1241
TKT-00109,2024-07-25 18:45:00,2024-07-27 18:15:00,chat,Delivery / Shipping,Wrong item,Medium,Resolved,Very Negative,InvoiceFlow,Professional,Europe,Hindi,Agent_008 (Daniel N),"My order #85255 was supposed to arrive on Jul 31, 2024 but it's still not here.",Pending customer,47.5,1.9,18.7,True,False,12,208
TKT-00110,2025-03-12 10:06:00,2025-03-15 17:24:00,helpdesk_portal,General Inquiry,Pricing info,Medium,Escalated,Negative,CloudSync Pro,Enterprise,North America,Arabic,Agent_004 (Omar F),Could you explain the difference between the Professional and Enterprise plans?,Escalated to engineering,79.3,,9.7,False,True,5,790
TKT-00111,2025-05-09 21:11:00,2025-05-12 11:11:00,twitter_dm,Feature Request,UI improvement,Medium,Closed,Negative,CloudSync Pro,Professional,North America,Spanish,Agent_001 (Priya S),It would be really helpful if InvoiceFlow supported direct integration with Google Sheets.,Policy exception granted,62.0,2.7,16.3,False,False,10,1158
TKT-00112,2024-06-01 08:00:00,2024-06-01 18:42:00,web_form,Technical Issue,Login error,Critical,Resolved,Very Negative,InvoiceFlow,Starter,South Asia,English,Agent_006 (Raj P),My data isn't syncing across devices. Last successful sync was 6 days ago.,Escalated to engineering,10.7,1.8,2.0,False,False,10,918
TKT-00113,2024-11-07 13:41:00,2024-11-10 07:59:00,email,Billing,Payment failure,Medium,Escalated,Neutral,TaskBoard,Starter,North America,Hindi,Agent_008 (Daniel N),My payment of $427.00 failed but the amount was still deducted from my account.,No action needed,66.3,,8.3,False,True,5,1122
TKT-00114,2025-02-06 13:29:00,,email,Account Access,Account locked,High,In Progress,Positive,CloudSync Pro,Professional,Southeast Asia,Hindi,Agent_002 (James T),I'm having trouble with 2FA — the codes aren't working on my new phone.,Policy exception granted,,,22.2,False,False,3,1417
TKT-00115,2024-10-07 19:21:00,2024-10-09 10:27:00,chat,Feature Request,API access,High,Resolved,Neutral,InvoiceFlow,Professional,Africa,Japanese,Agent_009 (Yuki T),"Can you add an option to export reports in Excel format, not just CSV?",No action needed,39.1,3.5,16.7,False,False,2,722
TKT-00116,2025-01-25 11:03:00,2025-01-28 05:21:00,helpdesk_portal,Account Access,Account locked,Medium,Resolved,Very Negative,InvoiceFlow,Professional,Africa,English,Agent_001 (Priya S),I'm having trouble with 2FA — the codes aren't working on my new phone.,Issue fixed by agent,66.3,1.6,16.2,False,False,4,1326
TKT-00117,2024-02-25 07:47:00,2024-02-28 07:59:00,chat,Account Access,Account deletion,Low,Closed,Very Negative,CloudSync Pro,Enterprise,South Asia,Japanese,Unassigned,I need to update the email address associated with my account.,Self-service guided,72.2,1.4,,False,False,9,542
TKT-00118,2024-11-04 22:50:00,2024-11-07 10:02:00,chat,Billing,Payment failure,Medium,Resolved,Neutral,InvoiceFlow,Free,North America,English,Agent_009 (Yuki T),"Hi, I was charged $406.99 twice on Nov 21, 2024. My invoice is INV-9608. Please refund the duplicate.",Refund processed,59.2,3.1,5.4,False,False,6,679
TKT-00119,2024-09-06 08:43:00,2024-09-13 04:13:00,email,Technical Issue,Feature not working,Low,Resolved,Very Negative,SecureVault,Enterprise,Middle East,French,Agent_004 (Omar F),The app keeps crashing when I try to connect an integration. I'm on macOS Sonoma.,Pending customer,163.5,1.2,23.0,False,False,1,1284
TKT-00120,2024-03-14 11:01:00,2024-03-16 14:07:00,web_form,Billing,Payment failure,Medium,Closed,Very Negative,DataDash,Professional,North America,Japanese,Agent_008 (Daniel N),"Hi, I was charged $49.00 twice on Feb 25, 2024. My invoice is INV-3916. Please refund the duplicate.",Escalated to engineering,51.1,1.3,9.4,False,False,1,1314
TKT-00121,2025-03-24 19:25:00,,chat,Delivery / Shipping,Late delivery,Low,Open,Negative,TaskBoard,Professional,Europe,French,Agent_006 (Raj P),The tracking for order #82551 hasn't updated in 12 days.,Issue fixed by agent,,,1.1,False,False,7,1101
TKT-00122,2024-09-15 13:07:00,2024-09-18 03:13:00,helpdesk_portal,Account Access,Account deletion,Low,Closed,Neutral,TaskBoard,Enterprise,North America,English,Agent_002 (James T),I can't log in to my account. The password reset email is not arriving.,Refund processed,62.1,3.7,5.7,False,False,2,397
TKT-00123,2024-08-14 20:17:00,2024-08-18 02:47:00,chat,Technical Issue,Login error,Medium,Resolved,Negative,InvoiceFlow,Starter,South Asia,English,Agent_001 (Priya S),Performance has been extremely slow on my end. Pages take 20+ seconds to load.,Issue fixed by agent,78.5,2.9,4.8,False,False,11,157
TKT-00124,2025-04-28 11:23:00,2025-04-29 07:59:00,email,Delivery / Shipping,Missing package,High,Resolved,Very Negative,TaskBoard,Professional,South Asia,English,Agent_003 (Lena K),The item I received is damaged. I need a replacement or refund for order #99674.,Pending customer,20.6,1.4,4.4,False,False,11,300
TKT-00125,2025-04-25 21:56:00,,email,Delivery / Shipping,Late delivery,Medium,In Progress,Negative,DataDash,Starter,North America,English,Agent_009 (Yuki T),"My order #87028 was supposed to arrive on Apr 15, 2024 but it's still not here.",Self-service guided,,,9.1,False,False,9,832
TKT-00126,2024-07-10 12:23:00,2024-07-11 15:41:00,email,Technical Issue,App crash,High,Resolved,Negative,InvoiceFlow,Free,South Asia,English,Agent_006 (Raj P),I'm unable to connect an integration since the latest update. Getting error code ERR-704.,Issue fixed by agent,27.3,2.6,4.0,False,False,1,1173
TKT-00127,2024-08-09 21:38:00,2024-08-17 08:38:00,helpdesk_portal,Billing,Invoice request,Low,Resolved,Very Negative,DataDash,Professional,Latin America,German,Agent_008 (Daniel N),I noticed an incorrect charge of $117.49 on my last bill. Can you look into invoice INV-3979?,Policy exception granted,179.0,1.1,0.5,False,False,9,1402
TKT-00128,2024-01-02 20:33:00,2024-01-06 21:09:00,whatsapp,Technical Issue,App crash,Low,Resolved,Positive,InvoiceFlow,Professional,North America,English,Agent_005 (Sophie M),My data isn't syncing across devices. Last successful sync was 9 days ago.,Issue fixed by agent,96.6,4.3,0.2,False,False,1,1184
TKT-00129,2025-01-09 15:43:00,,chat,Account Access,Email change,Medium,In Progress,Negative,TaskBoard,Free,Europe,Hindi,Agent_003 (Lena K),My account appears to be locked. I haven't violated any terms.,Refund processed,,,10.8,False,False,3,206
TKT-00130,2025-03-21 09:04:00,2025-03-22 21:58:00,twitter_dm,Billing,Payment failure,Medium,Resolved,Neutral,InvoiceFlow,Free,Southeast Asia,English,Agent_001 (Priya S),"Hi, I was charged $316.00 twice on Jan 28, 2025. My invoice is INV-7564. Please refund the duplicate.",Issue fixed by agent,36.9,3.2,18.8,False,False,12,475
TKT-00131,2024-01-16 09:58:00,2024-01-17 10:28:00,chat,Feature Request,UI improvement,Medium,Resolved,Negative,SecureVault,Starter,North America,French,Agent_004 (Omar F),A dark mode option would be greatly appreciated for late-night work sessions.,Issue fixed by agent,24.5,2.3,2.9,False,False,5,1102
TKT-00132,2024-01-29 22:07:00,2024-01-31 10:43:00,twitter_dm,Refund / Return,Refund status,Medium,Escalated,Negative,InvoiceFlow,Professional,Southeast Asia,English,Agent_005 (Sophie M),I was overcharged and would like a partial refund for the difference.,Refund processed,36.6,,1.9,False,True,8,643
TKT-00133,2024-07-26 14:53:00,2024-07-27 18:41:00,email,Technical Issue,Login error,High,Escalated,Neutral,InvoiceFlow,Professional,Africa,German,Agent_009 (Yuki T),The app keeps crashing when I try to connect an integration. I'm on Windows 11.,Issue fixed by agent,27.8,,23.6,False,True,5,815
TKT-00134,2025-06-14 21:20:00,2025-06-17 16:56:00,chat,Technical Issue,App crash,Medium,Closed,Positive,DataDash,Professional,South Asia,French,Agent_002 (James T),I'm unable to invite a team member since the latest update. Getting error code ERR-661.,,67.6,4.2,10.2,False,False,6,748
TKT-00135,2024-05-29 11:30:00,,email,Refund / Return,Full refund,Low,In Progress,Neutral,InvoiceFlow,Free,North America,English,Agent_004 (Omar F),I was overcharged and would like a partial refund for the difference.,Self-service guided,,,1.5,False,False,8,1290
TKT-00136,2024-06-27 16:22:00,2024-06-28 10:46:00,chat,Billing,Subscription upgrade,High,Resolved,Neutral,InvoiceFlow,Starter,Middle East,English,Agent_007 (Elena V),Could you send me a detailed invoice for the period Oct–Dec 2024? I need it for tax purposes.,Refund processed,18.4,3.1,8.3,False,False,11,597
TKT-00137,2024-05-08 14:42:00,2024-05-10 02:48:00,whatsapp,Delivery / Shipping,Late delivery,Medium,Closed,Negative,TaskBoard,Professional,Africa,English,Agent_002 (James T),I received the wrong item in my package. Order #20911.,Pending customer,36.1,2.6,2.1,False,False,7,634
TKT-00138,2024-10-05 21:08:00,,chat,Technical Issue,Data sync issue,High,In Progress,Negative,InvoiceFlow,Free,North America,Arabic,Agent_008 (Daniel N),I'm unable to invite a team member since the latest update. Getting error code ERR-652.,Self-service guided,,,6.3,False,False,1,1072
TKT-00139,2024-08-24 07:35:00,2024-08-25 03:35:00,chat,Refund / Return,Refund status,High,Resolved,Neutral,CloudSync Pro,Enterprise,Africa,English,Agent_004 (Omar F),What's the status of refund request #REF-5454? It's been 8 days.,Issue fixed by agent,20.0,3.6,12.8,False,False,4,141
TKT-00140,2024-04-14 16:17:00,2024-04-16 22:17:00,email,Billing,Invoice request,Low,Resolved,Negative,CloudSync Pro,Starter,South Asia,English,Agent_005 (Sophie M),"Hi, I was charged $124.00 twice on Jun 03, 2024. My invoice is INV-1241. Please refund the duplicate.",Issue fixed by agent,54.0,2.1,18.0,False,False,5,804
TKT-00141,2024-02-04 13:29:00,2024-02-07 12:23:00,web_form,Billing,Duplicate charge,Medium,Closed,Neutral,TaskBoard,Free,Middle East,English,Agent_008 (Daniel N),I noticed an incorrect charge of $247.49 on my last bill. Can you look into invoice INV-6293?,Self-service guided,70.9,4.0,5.7,False,False,1,343
TKT-00142,2025-05-26 09:43:00,,web_form,Refund / Return,Policy inquiry,Medium,In Progress,Negative,SecureVault,Professional,South Asia,English,Agent_008 (Daniel N),I want to return an item from order #83184 — it doesn't meet my needs.,Issue fixed by agent,,,17.6,True,False,7,734
TKT-00143,2024-06-13 09:33:00,2024-06-15 19:51:00,whatsapp,Delivery / Shipping,Damaged item,Low,Resolved,Positive,InvoiceFlow,Professional,South Asia,Hindi,Agent_003 (Lena K),The item I received is damaged. I need a replacement or refund for order #52034.,Self-service guided,58.3,4.2,16.4,False,False,3,1256
TKT-00144,2024-02-02 19:42:00,,email,Technical Issue,Feature not working,Medium,Open,Neutral,InvoiceFlow,Enterprise,North America,English,Agent_001 (Priya S),Performance has been extremely slow on my end. Pages take 20+ seconds to load.,Issue fixed by agent,,,19.1,True,False,10,545
TKT-00145,2024-07-02 20:47:00,,email,Account Access,Password reset,High,Open,Very Negative,CloudSync Pro,Free,South Asia,English,Agent_002 (James T),I'm having trouble with 2FA — the codes aren't working on my new phone.,Escalated to engineering,,,21.7,False,False,6,762
TKT-00146,2025-02-10 07:46:00,2025-02-11 04:16:00,whatsapp,Technical Issue,Performance slow,Medium,Resolved,Very Negative,CloudSync Pro,Starter,South Asia,German,Agent_004 (Omar F),The app keeps crashing when I try to export a report. I'm on iOS 17.,Self-service guided,20.5,1.1,11.1,False,False,5,752
TKT-00147,2024-04-07 16:02:00,2024-04-13 13:14:00,email,General Inquiry,Partnership,Low,Resolved,Neutral,InvoiceFlow,Starter,South Asia,English,Agent_005 (Sophie M),I'm interested in a partnership opportunity with your company.,Refund processed,141.2,3.3,1.1,False,False,3,670
TKT-00148,2024-05-15 17:05:00,2024-05-20 01:35:00,whatsapp,Account Access,Password reset,Low,Closed,Positive,DataDash,Professional,Europe,English,Agent_003 (Lena K),I need to update the email address associated with my account.,Self-service guided,104.5,4.2,6.5,False,False,11,1180
TKT-00149,2025-03-28 11:28:00,2025-03-29 08:40:00,chat,Billing,Incorrect amount,Medium,Resolved,Negative,DataDash,Free,South Asia,Japanese,Agent_006 (Raj P),I noticed an incorrect charge of $355.49 on my last bill. Can you look into invoice INV-2405?,,21.2,2.5,0.6,False,False,9,434
TKT-00150,2024-06-23 08:18:00,2024-06-24 16:48:00,email,Billing,Subscription upgrade,Medium,Resolved,Neutral,TaskBoard,Professional,North America,Hindi,Agent_006 (Raj P),My payment of $32.49 failed but the amount was still deducted from my account.,Issue fixed by agent,32.5,4.0,12.3,False,False,6,993
TKT-00151,2024-06-09 07:22:00,2024-06-12 02:40:00,email,Refund / Return,Return request,Medium,Resolved,Neutral,DataDash,Free,Africa,Hindi,Agent_003 (Lena K),I want to return an item from order #54798 — it doesn't meet my needs.,Self-service guided,67.3,3.1,9.2,False,False,10,1282
TKT-00152,2024-07-26 11:19:00,2024-07-29 06:55:00,email,Feature Request,Dark mode,Medium,Resolved,Negative,DataDash,Starter,South Asia,French,Agent_006 (Raj P),"Can you add an option to export reports in Excel format, not just CSV?",Escalated to engineering,67.6,2.4,22.4,False,False,12,561
TKT-00153,2024-03-22 22:08:00,,whatsapp,Billing,Subscription upgrade,Low,Open,Neutral,SecureVault,Professional,South Asia,Hindi,Agent_002 (James T),Could you send me a detailed invoice for the period Oct–Dec 2024? I need it for tax purposes.,Issue fixed by agent,,,22.2,False,False,4,1375
